FID,osm_id,amenity,name,operator,ref-FR-GendarmerieNationale,official_name,police-FR,seasonal,emergency,military,office,phone,contact-phone,emergency_phone,fax,contact-fax,email,contact-email,opening_hours,wheelchair,short_name,alt_name,old_name,operator-type,website,contact-website,url,addr-housename,addr-housenumber,addr-street,addr-city,addr-postcode,addr-full,wikidata,wikipedia,description,source,note,osm_version,osm_timestamp,the_geom,osm_original_geom,osm_type
police_point.387790859,387790859,police,Polizeiposten Brunnen,Kantonspolizei Schwyz,,,,,,,,+41 41 819 53 14,,,,,,,,,,,,,,,,,15,Gersauerstrasse,Brunnen,6440,,,,,,,4,2026-04-12T13:00:16Z,POINT (2688632.94097019 1205484.4490883362),"SRID=3857;POLYGON((957764.2562803447 5941180.866911152,957773.3065549461 5941167.287954863,957774.6201249375 5941167.9734305125,957779.7853493104 5941160.5474471515,957802.4277337375 5941175.693195746,957794.3236748079 5941187.77064343,957786.342067318 5941181.829842749,957780.0859119355 5941191.295955638,957764.2562803447 5941180.866911152))",way
police_point.388204761,388204761,police,Stadtpolizei Baden,,,,,,,,,+41 56 200 82 40,,,,,,,,yes,,,,,,,,,3,Rathausgasse,Baden,5400,,,,,,,6,2025-11-02T17:27:00Z,POINT (2665604.3915592697 1258408.5844710965),,node
police_point.390393718,390393718,police,Polizeistation Uzwil,Kantonspolizei St. Gallen,,,,,,,,+41 58 229 51 30,,,,,,,"Mo-Fr 08:00-11:30,14:00-17:00",,,,,,,,,,79,Bahnhofstrasse,Uzwil,9240,,,,,,,9,2025-05-10T19:53:09Z,POINT (2727786.349142879 1255412.9945262535),,node
police_point.392389131,392389131,police,Polizeiposten Gemeindepolizei Fehraltorf-Russikon,Stadt Fehraltorf-Russikon,,,,,,,,+41 43 355 77 30,,,,,,,"Mo,We-Th 14:00-18:15; Fr 07:30-14:00",,,KomPol Fehraltorf-Russikon,,,,,,,1,Kirchgasse,Fehraltorf,8320,,,,,,,11,2024-10-20T14:04:51Z,POINT (2699228.78375622 1249291.0963400265),,node
police_point.396294533,396294533,police,Stadtpolizei Chur,,,,,,,,,,,,,,,,,,,,,,,,,,10,Kornplatz,Chur,7000,,,,,,,4,2023-12-14T10:06:26Z,POINT (2759588.7121189744 1190802.0275447457),"SRID=3857;POLYGON((1060985.5101532363 5917508.282282234,1060986.578820348 5917485.38101228,1061008.0746140203 5917486.390164346,1061008.3974405434 5917479.228442513,1061049.9530064566 5917481.149085521,1061049.6858396789 5917486.715697296,1061048.8175476505 5917505.547799086,1061047.481713761 5917505.515245721,1061030.08247735 5917504.652581573,1061029.9711578593 5917506.996423979,1061027.0100594042 5917506.849933813,1061026.8542121171 5917510.202931622,1060985.5101532363 5917508.282282234))",way
police_point.407053449,407053449,police,Gendarmerie,,,,,,,,,,,,,,,,24/7,no,,,,,,,,,2,Les Granges-Neuves,Rennaz,1847,,,,,,,2,2021-07-07T21:35:57Z,POINT (2560347.644936608 1136433.63781245),"SRID=3857;POLYGON((770677.5585796306 5841111.331365842,770685.8630136438 5841110.250279582,770689.959570905 5841109.685533078,770701.9932078597 5841108.378548457,770709.8523639097 5841184.86167854,770685.9075414401 5841187.572485206,770677.5585796306 5841111.331365842))",way
police_point.408437739,408437739,police,,,,,,,,,,+41 21 557 97 21,,,,,,,,,,,,,,,,,2,Avenue de Lucens,Moudon,1510,,,,Poste de gendarmerie de Moudon,,,4,2021-11-08T10:03:36Z,POINT (2551166.3667823365 1168951.7719641787),,node
police_point.410725328,410725328,police,Gendarmerie,Police cantonale vaudoise,,,,,,,,+41 21 557 86 21,,,,,,,,,,,,,,,,,,Le Bourg,Oron-la-Ville,1610,,,,,,,3,2021-03-28T19:09:14Z,POINT (2553103.433229995 1157915.421736903),,node
police_point.414789581,414789581,police,Polizeikontrolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2016-05-01T12:50:28Z,POINT (2691185.2535715606 1188338.8718004094),"SRID=3857;POLYGON((961114.8393698334 5916005.324447433,961120.0157261553 5915965.974269454,961155.9719216814 5915970.709951477,961150.7844334105 5916010.060150768,961114.8393698334 5916005.324447433))",way
police_point.415252220,415252220,police,Polizia Comunale Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2022-09-02T09:05:15Z,POINT (2718916.584888119 1097575.9100126997),,node
police_point.416682008,416682008,police,Kantonspolizei,,,,,,,,,,,,,,,,,,,,,,,,,,4,Rathausplatz,Bremgarten,5620,,,,,,,4,2012-09-18T21:32:45Z,POINT (2668291.507114815 1244949.7929672587),,node
police_point.416682009,416682009,police,Regionalpolizei,,,,,,,,,,,,,,,,,,,,,,,,,,6,Zürcherstrasse,Bremgarten AG,5620,,,,,,,4,2023-04-04T19:45:20Z,POINT (2668516.7025895617 1244880.829672305),,node
police_point.416741571,416741571,police,Police Lavaux,Association Police Lavaux,,,,,,,,+41 21 791 11 21,,,,,contact@apol.ch,,24/7,,APOL,,,,https://www.apol.ch/,,,,216,Route de Lavaux,Lutry,1095,,,,,,,11,2024-11-02T21:44:05Z,POINT (2542415.9992463402 1150378.1188941014),,node
police_point.427504766,427504766,police,Police cantonale vaudoise Gendarmerie,,,,,,,,,+41 26 557 31 21,,,,,,,,,,,,,http://www.police.vd.ch,,,,85,Grand Rue,Château-d'Oex,1660,,,,,,,5,2021-04-27T17:17:50Z,POINT (2576589.2036282965 1147140.6698825834),,node
police_point.428917100,428917100,police,Valico di Palone,,,,,,,,,,,,,,,,,,,,,,,,,,13,Località Palone,Dumenza,,,,,,,,3,2025-10-11T07:20:05Z,POINT (2704824.770516344 1095773.1962577247),"SRID=3857;POLYGON((978695.6601342038 5781211.298815361,978713.8052112032 5781203.365637895,978717.6346016865 5781212.1161734415,978699.4895246872 5781220.049358736,978695.6601342038 5781211.298815361))",way
police_point.430905237,430905237,police,,,,,,,,,,+41 31 368 72 01,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2021-12-03T20:08:27Z,POINT (2604554.6555105937 1207669.4329820175),,node
police_point.431175490,431175490,police,Poste de police,Police Neuchâteloise de proximité,,,,,,,,+41 32 933 84 81,,,,,sdp.lelocle@ne.ch,,"Mo-Fr 7:45-11:45,13:45-17:00|| ""Possibilité de prendre rendez-vous en dehors de cet horaire sur demande""",,,,,,https://www.lelocle.ch/administration/horaires-et-services-communaux/securite-publique/,,,,11,Grande-Rue,Le Locle,2400,,,,,,,6,2024-01-03T08:48:56Z,POINT (2547616.365563775 1212128.666962581),,node
police_point.431290189,431290189,police,Polizeiposten Wetzikon (Kantonspolizei),Kantonspolizei Zürich,,,,,,,,+41 43 488 20 40,,,,,,,,,,Kapo,,,,,,,196,Bahnhofstrasse,Wetzikon,8620,,,,,,,5,2022-05-20T19:29:04Z,POINT (2703044.7321627405 1242720.2102661983),,node
police_point.436132061,436132061,police,Polizeistation Stein am Rhein,Schaffhauser Polizei,,,,,,,,+41 52 741 22 04,,,+41 52 741 34 93,,,,,,,,,,,,http://www.shpol.ch/,,12,Chlini Schanz,Stein am Rhein,8260,,,,,,,9,2021-03-15T09:45:13Z,POINT (2706795.9048720244 1279867.4189155358),,node
police_point.436132162,436132162,police,Stadtpolizei Stein am Rhein,Stadt Stein am Rhein,,,,,,,,+41 52 742 20 10,,,,,,,,no,,,,,,,,,,Rathausplatz,Stein am Rhein,8260,,,,,,,8,2023-08-16T15:04:37Z,POINT (2706742.9342556186 1279696.2611060704),,node
police_point.439986868,439986868,police,Polizeiposten Oberschrot,,,,,,,,,+41 26 305 87 66,,,,,,,,,,,,,,,,,,Rishalta,Plaffeien,1716,,,,,,,5,2018-09-19T11:13:36Z,POINT (2588004.3216402265 1176865.2367064778),,node
police_point.441394271,441394271,police,Unité Mobile III - Centre Indivis,,,,,,,,,,,,,,,,,,,,,,,,,,30,Route de l'Indivis,,,,,,,,,2,2022-10-31T13:51:15Z,POINT (2574782.316538907 1108072.16323411),"SRID=3857;POLYGON((791724.2337662062 5800192.769164539,791748.4457554538 5800166.36490058,791750.8279925567 5800163.779085777,791775.6077112074 5800186.521433164,791774.1828217251 5800188.063289341,791749.0134848568 5800215.495525385,791724.2337662062 5800192.769164539))",way
police_point.442586094,442586094,police,Police de la Ville / Sécurité urbaine,,,,,,,,,+41 32 722 22 22,,,,,,,,,,,,,https://securite-urbaine-ne.ch/,,,,6,Faubourg de l'Hôpital,Neuchâtel,2000,,,,,,,5,2023-11-26T18:36:13Z,POINT (2561448.563871062 1204686.0870963065),,node
police_point.445464936,445464936,police,Polizeistation Bazenheid,Kantonspolizei St. Gallen,,,,,,,,+41 58 229 76 00,,,,,,,,,,,,,,,,,5,Ifangstrasse,Bazenheid,9602,,,,,,,2,2021-05-13T21:03:10Z,POINT (2722742.7145866007 1252805.6321606392),"SRID=3857;POLYGON((1009099.6624737278 6010014.242181363,1009126.5016029581 6009985.305566301,1009135.351502476 6009993.514408622,1009116.5273765831 6010013.798014283,1009129.6296806494 6010025.955039954,1009138.6242955055 6010016.2491588155,1009127.2697074447 6010005.704307059,1009135.496217814 6009996.837429167,1009155.1663718374 6010015.081163683,1009129.9079793764 6010042.3070066655,1009099.6624737278 6010014.242181363))",way
police_point.454974838,454974838,police,Regionalwache Industrie,Stadtpolizei Zürich,,,,,,,,,,,,,,,24/7,,,,,,,,,,1,Fabrikstrasse,Zürich,8005,,,,,,,6,2024-06-22T20:54:40Z,POINT (2682369.1248874147 1249084.8720296866),,node
police_point.457554240,457554240,police,,,,,,,,,,,,,,,,,,,,,,,,,,,6a,Bahnhofstrasse,Bätterkinden,3315,,,,,survey,,4,2019-08-28T05:35:25Z,POINT (2607541.366095008 1219990.2215695616),,node
police_point.457701595,457701595,police,Polizeiposten Einsiedeln,Kantonspolizei Schwyz,,,,,,,,+41 41 819 58 88,,,,,,,,,,,,,https://www.einsiedeln.ch/bezirk/wo-ist-was/polizeiposten,,,,20a,Eisenbahnstrasse,Einsiedeln,8840,,,,,,,6,2025-03-06T15:46:43Z,POINT (2699432.0077030133 1220577.50735035),,node
police_point.457957869,457957869,police,Polizeiwache Steffisburg,,,,,,,,,+41 33 356 83 61,,,,,,,,,,,,,,,,,5,Höchhusweg,Steffisburg,3612,,,,,,,4,2025-01-12T11:55:17Z,POINT (2615104.817634421 1180795.4158594504),,node
police_point.462286113,462286113,police,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Place du 16 Mars,St-Imier,2610,,,,,,,4,2023-01-07T22:03:58Z,POINT (2566770.4524648543 1222525.5886347499),"SRID=3857;POLYGON((779275.5420900307 5967065.579234132,779280.5292032182 5967048.653243784,779302.537066548 5967055.986744262,779297.2159948881 5967072.798162666,779275.5420900307 5967065.579234132))",way
police_point.468026219,468026219,police,Gemeindepolizei,,,,,,,,,,,,,,,,,yes,,,,,,,,,2,Hauptstrasse,Muttenz,4132,,,,,Geodaten Kanton Basel-Stadt,,6,2025-04-06T20:23:02Z,POINT (2615584.266331246 1263599.5300228419),"SRID=3857;POLYGON((851085.3522317193 6027841.512561424,851088.6027608506 6027840.572942049,851102.7180722831 6027836.484774736,851103.7978713438 6027840.193797418,851107.2153797111 6027851.996742415,851113.3936114502 6027853.595745979,851112.1913609495 6027858.277366362,851113.0485210288 6027861.261076446,851106.2580320904 6027863.239227352,851107.2821714056 6027866.766930914,851103.11882245 6027867.970306757,851099.0111332396 6027869.17368277,851089.8161433002 6027871.827704427,851085.8865652751 6027858.293850944,851089.8829349946 6027857.13993019,851087.8457883132 6027850.1339860605,851085.3522317193 6027841.512561424))",way
police_point.471042094,471042094,police,Polizeiposten Effretikon,Kantonspolizei Zürich,,,,,,,,+41 52 355 37 00,,,,,,,,,,,,,,,,,3,Rikonerstrasse,Effretikon,8307,,,,,,,10,2022-03-11T05:34:14Z,POINT (2694120.9634962985 1253807.7136907876),,node
police_point.473072684,473072684,police,Polizeiposten Andermatt,Kantonspolizei Uri,,,,,,,,+41 41 875 22 11,,,,,,,,,,Kapo Uri,,,,,,,2,Turmmattstrasse,Andermatt,6490,,,,,,,5,2026-01-13T15:20:42Z,POINT (2688561.3942196756 1165771.8099179107),,node
police_point.474816301,474816301,police,Gendarmerie du Mouret,Police Cantonale,,,,,,,,+41 26 305 87 52,,,,,,,,,,,,,,,,,1,Route du Pafuet,Le Mouret,1724,,,,,,,3,2019-11-16T14:46:14Z,POINT (2579623.1552808643 1177170.1686341665),,node
police_point.477214377,477214377,police,Wache Interlaken,Kantonspolizei Bern,,,,,,,,,,,,,,,,,,,,,,,,,28,Wychelstrasse,Matten bei Interlaken,3800,,,,,,,11,2024-03-31T22:45:59Z,POINT (2632103.6455618357 1169968.8087964733),,node
police_point.482721613,482721613,police,Police administrative,,,,,,,,,+41 26 662 65 50,,,,,,,,,,,,,https://www.payerne.ch/,,,,1,Rue de Savoie,Payerne,1530,,,,,,,7,2023-10-31T08:32:13Z,POINT (2561935.530102983 1185725.029461205),,node
police_point.483418095,483418095,police,Polizeiposten Uster,Kantonspolizei Zürich,,,,,,,,+41 44 943 79 00,,,,,,,,,,Kapo,,,,,,,15,Weiherallee,Uster,8610,,,,,,,9,2025-10-20T08:17:46Z,POINT (2695730.0358541664 1244699.6580400649),,node
police_point.497729460,497729460,police,Polizeiposten Müllheim,Kantonspolizei Thurgau,,,,,,,,,+41 58 345 26 70,,,,,,"Mo-Fr 09:00-11:30, 14:00-16:30; PH off",,,,,,https://kapo.tg.ch/ueber-uns/aussendienst/polizeiposten-muellheim.html/2151,,,,4,Frauenfelderstrasse,Müllheim,8555,,,,,,,8,2024-07-01T21:39:00Z,POINT (2717515.8121442604 1273513.0822995666),,node
police_point.506674877,506674877,police,Posten Sicherheitspolizei Stadt Luzern,Luzerner Polizei,,,,,,,,+41 41 248 86 17,,,,,,,"Mo-Fr 08:30-11:30, 13:30-17:00",,,,,,https://polizei.lu.ch/,,,,17A,Hirschengraben,Luzern,6003,,,,,,,11,2025-11-30T10:06:45Z,POINT (2665756.1947592273 1211265.4851339052),,node
police_point.511985052,511985052,police,Sécurité publique,Municipale,,,,,,,,+41 24 442 92 00,,,,,,,,,,,,,,,,,25,Rue des Remparts,Orbe,1350,,,,,,,6,2024-04-09T06:43:48Z,POINT (2530655.168806583 1175156.3822878732),,node
police_point.512598766,512598766,police,Kantonspolizei Aargau,,,,,,,,,,,,,,,,,,,,,,,,,,4,Riburgerstrasse,Rheinfelden,4310,,,,,AGIS 2016,,4,2024-07-23T07:07:02Z,POINT (2627601.6639124253 1267007.1170277665),"SRID=3857;POLYGON((868865.6797874898 6032825.7836754965,868898.6637526118 6032823.260085074,868901.480135729 6032860.223336096,868868.4961706069 6032862.74693731,868865.6797874898 6032825.7836754965))",way
police_point.522326351,522326351,police,Polizei Basel-Landschaft,,,,,,,,,,,,,,,,"Mo-Fr 9:00-12:00,14:00-17:00",,,,,,,,,,,,,,,,,,,,3,2025-02-27T08:40:34Z,POINT (2615777.1072256872 1264225.4235504519),"SRID=3857;POLYGON((851365.6435775878 6028787.991900769,851381.929619091 6028783.2603179775,851375.6845956573 6028761.828093865,851391.2247965721 6028757.294360957,851401.9337315864 6028794.075368158,851382.096598327 6028799.862085013,851381.4398133314 6028797.586965105,851377.3877838665 6028798.757497739,851377.0983531905 6028797.751828845,851373.0797195728 6028798.922361501,851372.8014208458 6028797.966151716,851368.8829747699 6028799.103711644,851365.6435775878 6028787.991900769))",way
police_point.522434129,522434129,police,Wasserpolizei Luzern,Luzerner Polizei,,,,,,,,,,,,,,,,,,WAPO Luzern,,,,,,,15,Alpenquai,Luzern,6005,,,,,,,6,2022-07-09T22:14:45Z,POINT (2666875.259771036 1211154.6747744589),,node
police_point.532251110,532251110,police,Polizeiposten Birmensdorf,Kantonspolizei Zürich,,,,,,,,+41 44 739 16 60,,,,,,,,yes,,,,,,,,,3,Stallikonerstrasse,Birmensdorf (ZH),8903,,,,,,,10,2022-02-17T02:25:55Z,POINT (2675480.4561681068 1245278.1418033326),,node
police_point.540763045,540763045,police,Polizia Stradale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-06-14T22:15:03Z,POINT (2715655.5481866375 1093745.1511174464),,node
police_point.544938675,544938675,police,Polizeiposten Entlebuch,Luzerner Polizei,,,,,,,,+41 41 289 25 80,,,,,,,,,,LUPOL,,,,,,,,,,,,,,,,,14,2025-07-06T19:01:50Z,POINT (2647691.9247906553 1204785.6148705988),,node
police_point.561213789,561213789,police,Gare,,,,,,,,,+41 21 315 34 74,,,,,,,,no,,,,,,,,,36,Rue du Petit-Chêne,Lausanne,1003,,,,,,,3,2022-11-27T08:45:47Z,POINT (2537886.7608720534 1152180.6129015211),,node
police_point.563313615,563313615,police,Polizeiposten Stadtpolizei Dübendorf,Stadt Dübendorf,,,,,,,,+41 44 801 69 00,,,,,,,"Mo-Fr 08:00-11:30, 13:30-16:30",no,,KomPol Dübendorf,,,https://www.duebendorf.ch/,,,,18,Wilstrasse,Dübendorf,8600,,,,,,,10,2023-11-11T09:15:04Z,POINT (2688923.9505191077 1250145.8181805357),,node
police_point.577973341,577973341,police,Regionalpolizei Rohrdorferberg-Reusstal,,,,,,,,,+41 56 485 66 66,,,,,regionalpolizei@niederrohrdorf.ch,,,,,,,,,,,,2,Bremgartenstrasse,Niederrohrdorf,5443,,,,,,,5,2025-12-20T22:38:06Z,POINT (2665316.3654641514 1252961.2320206242),,node
police_point.584740901,584740901,police,Polizeiposten Spiegelhof,Kantonspolizei Basel Stadt,,,,,,,,+41 61 267 76 00,,,,,,,,,,,,,,,,,6,Spiegelgasse,Basel,4051,,,,,,,4,2024-12-17T19:02:38Z,POINT (2611142.9244901584 1267692.4415747053),,node
police_point.602656400,602656400,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2025-03-14T19:45:29Z,POINT (2828423.8445243556 1165398.053931126),,node
police_point.630418576,630418576,police,Kommando Kantonspolizei Solothurn,Kantonspolizei Solothurn,,,,,,,,+41 32 627 71 11,,,,,,,,,,Kapo,,,https://www.so.ch/departemente/inneres/polizei.html,,,,33,Werkhofstrasse,Solothurn,4500,,,,,,,7,2024-09-15T16:01:11Z,POINT (2607476.8012695108 1228875.2440080605),,node
police_point.631092291,631092291,police,Police Municipale d'Onex,,,,,,,,,,,,,,,,,,,,,,,,,,11,Rue des Bossons,Onex,1213,,,,,,,3,2020-12-10T10:31:49Z,POINT (2496942.672667518 1115957.5219663247),,node
police_point.641898586,641898586,police,Kantonspolizei,,,,,,,,,,,,,,,,,,,,,,,,,,4a,Hauptstrasse,Goldach,9403,,,,,,,3,2019-08-27T16:35:27Z,POINT (2752768.4668880235 1260243.1015342167),,node
police_point.645641572,645641572,police,Police cantonale / Kantonspolizei,,,,,,,,,+41 26 304 17 19,,,,,,,,,,,,,,,,,2,Place de Notre-Dame,Fribourg,1700,,,,,,,10,2023-04-16T23:50:15Z,POINT (2578920.8993465286 1183977.5457421516),,node
police_point.649777553,649777553,police,,,,,,,,,,,,,,,,,,,,,,,,,,,7b,Rue du Temple,Rolle,1180,,,,,,,4,2019-08-27T16:51:52Z,POINT (2515418.2060896805 1145793.742382961),,node
police_point.656069536,656069536,police,Polizeiposten Altdorf,Kantonspolizei Uri,,,,,,,,+41 41 875 22 11,,,,,,,"Mo-We, Fr 08:00-11:30, 13:30-17:00; Th 08:00-11:30, 13:30-17:30",limited,,Kapo Uri,,,,,,,5,Tellsgasse,Altdorf UR,6460,,,,,,,11,2026-03-28T10:25:00Z,POINT (2691793.4358453183 1193021.3621843187),,node
police_point.656566476,656566476,police,Regionalwache Aussersihl,Stadtpolizei Zürich,,,,,,,,,,,,,,,24/7,,,,,,,,,,105,Militärstrasse,Zürich,8004,,,,,,,7,2025-04-14T17:25:34Z,POINT (2682316.500405584 1248154.1215393876),,node
police_point.660176171,660176171,police,Polizeidienststelle Steinhausen,Zuger Polizei,,,,,,,,+41 41 723 65 50,,,,,,,,,,,,,,,,,3,Bahnhofstrasse,Steinhausen,6312,,,,,,,6,2024-11-05T19:43:24Z,POINT (2679219.026978271 1227788.874360162),,node
police_point.661056249,661056249,police,Polizeiwache Kannenfeld,Kantonspolizei Basel,,,,,,,,+41 61 386 73 73,,,,,,,,yes,,,,,,,,,18,Strassburgerallee,,4055,,,,,Geodaten Basel-Stadt,,7,2024-08-28T21:16:34Z,POINT (2610011.537827456 1268187.5094692907),,node
police_point.664398860,664398860,police,Polizeiposten Stadtpolizei Wetzikon,Stadt Wetzikon,,,,,,,,+41 44 931 23 33,,,,,,,,no,,KomPol Wetzikon,,,https://www.wetzikon.ch/Verwaltung/Sicherheit/stadtpolizei,,,,193,Bahnhofstrasse,Wetzikon,8620,,,,,,,13,2026-03-27T09:43:33Z,POINT (2703120.152199763 1242861.6522138643),,node
police_point.668274122,668274122,police,Dogana di Porto Ceresio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2025-07-28T09:43:04Z,POINT (2714673.5145765534 1085738.5385362545),"SRID=3857;POLYGON((992562.283824359 5766501.105493409,992568.0613059311 5766487.745437016,992569.452799566 5766488.33743909,992608.2699060056 5766505.153514465,992602.4812924842 5766518.529597161,992591.638774081 5766513.825565781,992591.0376488307 5766515.21757481,992571.9463561598 5766506.945524373,992572.1912590394 5766505.393515771,992562.283824359 5766501.105493409))",way
police_point.677035990,677035990,police,Stadtpolizei,,,,,,,,,+41 32 626 99 11,,,,,,,,,,,,,,,,,52,Werkhofstrasse,Solothurn,4500,,,,,,,5,2025-06-08T17:39:39Z,POINT (2607750.3661510595 1228749.4943439849),,node
police_point.687864373,687864373,police,Posto di Polizia Cantonale,,,,,,,,,+41 91 816 19 11,,,,,,,,,,,,,https://www4.ti.ch/di/pol-new/chi-siamo/box-contatti/cevio,,,,,,,,,,,,,,10,2026-01-15T06:33:58Z,POINT (2689563.8026513783 1130103.1884988197),,node
police_point.689032511,689032511,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,Via alla Peschiera,Locarno,6600,,,,,,,4,2018-01-10T22:46:52Z,POINT (2704350.173067035 1113457.1566505013),,node
police_point.699907745,699907745,police,Gendarmerie,,,,,,,,,,,,,,,,,,,,,,,,,,76,Grand Rue,Chavornay,1373,,,,,Orthophoto Chavornay 2011 / R-Pod @ HEIG-VD,,1,2019-06-26T14:14:29Z,POINT (2533597.373903666 1173321.4482693558),"SRID=3857;POLYGON((731387.6114709226 5894504.432428645,731406.3020134268 5894496.89987198,731411.8679879664 5894510.260424127,731395.5819464633 5894516.721548995,731387.6114709226 5894504.432428645))",way
police_point.701550954,701550954,police,Centro della polizia stradale San Bernardino,Kantonspolizei Graubünden,,,,,,,,+41 91 822 85 00,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2026-01-14T13:57:21Z,POINT (2734143.730567501 1147372.7840365386),,node
police_point.702118555,702118555,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2015-01-19T19:14:01Z,POINT (2716455.9941238556 1097487.197055797),,node
police_point.707061536,707061536,police,Poste de police de Chêne,,,,,,,,,+41 22 427 68 30,,,,,,,,,,,,,,,,,,,,1226,,,,,,,3,2018-01-21T22:08:49Z,POINT (2504368.2275048713 1116550.7546764794),,node
police_point.707366299,707366299,police,Hôtel de Police Carl-Vogt,,,,,,,,,,,,,,,,,limited,,,,,,,,,17,Boulevard Carl-Vogt,Genève,,,,,,,,7,2025-07-07T16:24:59Z,POINT (2499173.7982642925 1117359.2752940836),,node
